TURNO_MATRICULA,SITUACAO_CIVIL_ALUNO,SEXO_ALUNO,DATA_CADASTRO_REQUERIMENTO,MOTIVO_REQUERIMENTO,TURMA,AREA_TURMA
Noturno,Solteiro(a),Masculino,05/04/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,05/04/2016,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - II Módulo,Informática
Noturno,Casado(a),Masculino,04/04/2016,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,04/04/2016,Motivo de Estudo,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
Matutino,Solteiro(a),Masculino,04/04/2016,Motivo de Saúde,Curso Superior de Tecnologia em Jogos Digitais - IV Módulo,Informática
Noturno,Casado(a),Masculino,01/04/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,31/03/2016,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,31/03/2016,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,31/03/2016,Motivo de Saúde,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - IV Módulo,Informática
Matutino,Solteiro(a),Masculino,30/03/2016,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,30/03/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,30/03/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Casado(a),Masculino,29/03/2016,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
Noturno,Casado(a),Feminino,28/03/2016,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - III MÓDULO,Gestäo
Noturno,Solteiro(a),Feminino,28/03/2016,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - III MÓDULO,Meio Ambiente (Ambiente e Saúde)
Noturno,Casado(a),Masculino,28/03/2016,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - II Módulo,Informática
Noturno,Solteiro(a),Masculino,23/03/2016,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - III MÓDULO,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Masculino,18/03/2016,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - III MÓDULO,Design
Noturno,Solteiro(a),Masculino,18/03/2016,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - III Módulo,Informática
Noturno,Solteiro(a),Masculino,17/03/2016,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - III Módulo,Informática
Noturno,Solteiro(a),Masculino,17/03/2016,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - III Módulo,Informática
Noturno,Solteiro(a),Masculino,16/03/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Feminino,16/03/2016,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
Matutino,Solteiro(a),Masculino,15/03/2016,Outros Motivos,Curso Superior de Tecnologia em Jogos Digitais - III Módulo,Informática
Noturno,Solteiro(a),Masculino,15/03/2016,Motivo de Viagens,Curso Superior de Tecnologia em Segurança da Informação - II Módulo,Informática
Noturno,Solteiro(a),Masculino,11/03/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,10/03/2016,Mudança de Município,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Masculino,10/03/2016,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
Noturno,Solteiro(a),Masculino,09/03/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Feminino,08/03/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Masculino,08/03/2016,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - III Módulo,Informática
Matutino,Solteiro(a),Masculino,08/03/2016,Mudança de Município,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - III Módulo,Informática
Noturno,Outros,Feminino,07/03/2016,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,04/03/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Feminino,04/03/2016,Motivo de Estudo,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
Noturno,Casado(a),Masculino,03/03/2016,Motivo de Viagens,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - III MÓDULO,Gestäo
Noturno,Solteiro(a),Feminino,03/03/2016,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,27/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,27/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,27/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,27/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Divorciado(a),Masculino,27/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,27/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,27/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Casado(a),Masculino,27/02/2016,Motivo de Viagens,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,27/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,27/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,27/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,27/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,26/02/2016,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - III MÓDULO,Design
Noturno,Solteiro(a),Feminino,26/02/2016,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,26/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Noturno,Solteiro(a),Masculino,25/02/2016,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Casado(a),Masculino,24/02/2016,Motivo de Estudo,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Feminino,24/02/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Feminino,24/02/2016,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,24/02/2016,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,23/02/2016,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Matutino,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,23/02/2016,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,23/02/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,23/02/2016,Outros Motivos,Curso Superior de Tecnologia em Jogos Digitais - III Módulo,Informática
Noturno,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,23/02/2016,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,22/02/2016,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,22/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Matutino,Solteiro(a),Feminino,22/02/2016,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Feminino,22/02/2016,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
Matutino,Solteiro(a),Masculino,22/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Feminino,22/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,22/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,22/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,22/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,22/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Feminino,22/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,22/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Matutino,Solteiro(a),Masculino,22/02/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
Noturno,Solteiro(a),Masculino,22/02/2016,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Casado(a),Masculino,22/02/2016,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Casado(a),Masculino,22/02/2016,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,22/02/2016,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,22/02/2016,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,20/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,17/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,16/02/2016,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Masculino,16/02/2016,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - V Módulo,Informática
Matutino,Solteiro(a),Masculino,15/02/2016,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,15/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,12/02/2016,Mudança de Município,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
Noturno,Solteiro(a),Masculino,11/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,11/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,10/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
Matutino,Casado(a),Masculino,10/02/2016,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - V Módulo,Informática
Noturno,Solteiro(a),Masculino,05/02/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,05/02/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,04/02/2016,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
Matutino,Solteiro(a),Masculino,03/02/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,03/02/2016,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - III Módulo,Informática
Matutino,Solteiro(a),Masculino,03/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,03/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,03/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,03/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Noturno,Solteiro(a),Masculino,03/02/2016,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
Matutino,Solteiro(a),Masculino,02/02/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Feminino,02/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,02/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,02/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,02/02/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,02/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Feminino,02/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,02/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,02/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Feminino,02/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,02/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,02/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Casado(a),Feminino,02/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,02/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Noturno,Solteiro(a),Masculino,01/02/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,01/02/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Feminino,01/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
Noturno,Casado(a),Masculino,01/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
Noturno,Casado(a),Masculino,01/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,01/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,01/02/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,01/02/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Feminino,01/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Feminino,01/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Casado(a),Feminino,01/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,01/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Matutino,Solteiro(a),Masculino,01/02/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
Noturno,Solteiro(a),Masculino,14/12/2015,Outros Motivos,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Solteiro(a),Masculino,11/12/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,23/11/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - IV MÓDULO,Informática
Matutino,Solteiro(a),Masculino,10/11/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Matutino,Solteiro(a),Masculino,03/11/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - II MÓDULO ,Informática
Matutino,Solteiro(a),Masculino,31/10/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Matutino,Solteiro(a),Masculino,29/10/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Casado(a),Masculino,29/10/2015,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Outros,Masculino,29/10/2015,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Outros,Masculino,28/10/2015,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Solteiro(a),Masculino,28/10/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,27/10/2015,Motivo de Saúde,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Matutino,Solteiro(a),Feminino,26/10/2015,Outros Motivos,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Matutino,Solteiro(a),Masculino,26/10/2015,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 3,Informática
Matutino,Solteiro(a),Feminino,22/10/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - III MÓDULO,Informática
Noturno,Solteiro(a),Masculino,22/10/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Feminino,20/10/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,19/10/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Masculino,19/10/2015,Motivo de Saúde,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Casado(a),Masculino,19/10/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Noturno,Solteiro(a),Masculino,19/10/2015,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
Matutino,Solteiro(a),Feminino,15/10/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Noturno,Solteiro(a),Masculino,14/10/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,13/10/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,09/10/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Masculino,07/10/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Masculino,29/09/2015,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Noturno,Solteiro(a),Masculino,29/09/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,28/09/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Feminino,28/09/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,25/09/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Matutino,Solteiro(a),Masculino,25/09/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Noturno,Casado(a),Masculino,24/09/2015,Motivo de Trabalho,superior de Tecnologia em Gestão Comercial - III Modulo,Gestäo
Noturno,Solteiro(a),Masculino,24/09/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,24/09/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO ,Informática
Noturno,Casado(a),Masculino,24/09/2015,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - V MÓDULO,Informática
Noturno,Solteiro(a),Masculino,23/09/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,23/09/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,22/09/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,22/09/2015,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Divorciado(a),Masculino,21/09/2015,Outros Motivos,superior de Tecnologia em Gestão Comercial - V Modulo,Gestäo
Noturno,Solteiro(a),Masculino,21/09/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Matutino,Solteiro(a),Masculino,18/09/2015,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Matutino,Solteiro(a),Masculino,18/09/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Noturno,Solteiro(a),Feminino,16/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,16/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,16/09/2015,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
